Member,Cycle,Reporting Date/Period,Response Status,Street Address:,City:,Zip Code:,County:,Agency Name,Location Name:,Square footage of space occupied:,"Total square footage of building (including other occupants, where applicable):","Primary use of space (i.e., office, storage, etc.):",Staff Population,"Does your agency have a resident population regularly onsite (e.g,. correctional facilities)?",Non-Staff Population,"Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation? ",Approximate number of visitors per year:,Contact name:,Phone:,Fax:,Email:,Trash Hauler,Trash Destination,Trash Actual vs Volume,Trash (lbs),Recycling: Single Stream Hauler,Recycling: Single Stream Destination,Recycling: Single Stream Actual vs Volume,Recycling: Single Stream Actual Weight (in Pounds),"Recycling: Dual stream (Bottles, cans & containers) Hauler","Recycling: Dual stream (Bottles, cans & containers) Destination","Recycling: Dual stream (Bottles, cans & containers) Actual vs Volume","Recycling: Dual stream (Bottles, cans & containers) Actual Weight (in Pounds)","Recycling: Dual stream (Paper, including cardboard) Hauler","Recycling: Dual stream (Paper, including cardboard) Destination","Recycling: Dual stream (Paper, including cardboard) Actual vs Volume","Recycling: Dual stream (Paper, including cardboard) Actual Weight (in Pounds)",Organics Hauler,Organics Destination,Organics Actual vs Volume,Organics (lbs),Total MSW,Aluminum (scrap other than cans) Hauler/Recycler,Aluminum (scrap other than cans) Actual vs Volume,Aluminum (scrap other than cans) Actual Weight (in Pounds),Anti-freeze Hauler/Recycler,Anti-freeze Actual vs Volume,Anti-freeze Actual Weight (in Pounds),Auto Oil Hauler/Recycler,Auto Oil Actual vs Volume,Auto Oil Actual Weight (in Pounds),Batteries: appliance (rechargeable) Hauler/Recycler,Batteries: appliance (rechargeable) Actual vs Volume,Batteries: appliance (rechargeable) Actual Weight (in Pounds),Batteries: vehicle Hauler/Recycler,Batteries: vehicle Actual vs Volume,Batteries: vehicle Actual Weight (in Pounds),Construction Material Hauler/Recycler,Construction Material Actual vs Volume,Construction Material Actual Weight (in Pounds),"E-Waste (computers, laptops, printers, etc.) Hauler/Recycler","E-Waste (computers, laptops, printers, etc.) Actual vs Volume","E-Waste (computers, laptops, printers, etc.) Actual Weight (in Pounds)",Fluorescents Hauler/Recycler,Fluorescents Actual vs Volume,Fluorescents Actual Weight (in Pounds),"Grease, Bones, Tallow Hauler/Recycler","Grease, Bones, Tallow Actual vs Volume","Grease, Bones, Tallow Actual Weight (in Pounds)",Metal (scrap) Hauler/Recycler,Metal (scrap) Actual vs Volume,Metal (scrap) Actual Weight (in Pounds),Paint Hauler/Recycler,Paint Actual vs Volume,Paint Actual Weight (in Pounds),Parts Cleaner Hauler/Recycler,Parts Cleaner Actual vs Volume,Parts Cleaner Actual Weight (in Pounds),Solvent Hauler/Recycler,Solvent Actual vs Volume,Solvent Actual Weight (in Pounds),Textiles Hauler/Recycler,Textiles Actual vs Volume,Textiles Actual Weight (in Pounds),Toner Cartridges Hauler/Recycler,Toner Cartridges Actual vs Volume,Toner Cartridges Actual Weight (in Pounds),Tires Hauler/Recycler,Tires Actual vs Volume,Tires Actual Weight (in Pounds),"Wood Waste (mfg. waste, chips, or pallets) Hauler/Recycler","Wood Waste (mfg. waste, chips, or pallets) Actual vs Volume","Wood Waste (mfg. waste, chips, or pallets) Actual Weight (in Pounds)",All Other Actual Weight (in Pounds),Specialty Waste (lbs),"Please specify materials included in ""All Other"" weight:",Recycling (lbs),MSW Recycling Rate (%),Total Recycling Rate (%),Waste Per Capita (lbs per staff),Waste Per Capita Including Non-Staff (lbs per staff),"Waste Per Capita (including staff, resident and visitor)",Is your agency location utilizing the state's recycling best practices?,Indicate your agency’s timeline for implementing the new program:,Details:,The State of Minnesota has established a Green Meeting Policy. This can be provided by the Minnesota Department of Administration and the Minnesota Pollution Control Agency. Is your agency location following the Green Meeting Policy for internal and external meetings of all sizes?,Indicate your agency's timeline for implementing the Green Meeting Policy:,Details:,State agency locations often have the opportunity to reduce consumption of particular products or services. Does your agency location engage in any of the below efforts to reduce overall consumption (select all that apply):
"R6B: Albert Lea Truck Station - 22231 770th Avenue Albert Lea, MN 56007",June,06/01/2019,completed,,,,,,,,,,,No,,No,,,,,,Waste Management,,Weight converted from volume,4550,,,,,,,,,,,,,,,,,4550,,,,,,,loes,,,,,,,,,,,,,,,,,,,,,I-35 auto salvage,Actual weight,11140,,,,,,,,,,,,,,,,,,,,,,,11140,,,,71,,,,Yes,,,,,,Partner with State Surplus for redistributing unneeded supplies 
"R6B: Austin Truck Station - 1500 11th Drive NE Austin, MN 55912",March,03/01/2019,completed,,,,,,,,,,,No,,No,,,,,,Waste Management,,Weight converted from volume,9100,,,,,,,,,,,,,,,,,9100,,,,,,,loes,,,,,,,,,,,,,,,,,,,,,I-35 auto salvage,,,,,,,,,,,,,,,,Weight converted from volume,3.5,,,,,,,,3.5,,,,0.04,,,,Yes,,,,,,Partner with State Surplus for redistributing unneeded supplies 
"R6B: Austin Truck Station - 1500 11th Drive NE Austin, MN 55912",June,06/01/2019,completed,,,,,,,,,,,No,,No,,,,,,Waste Management,,Weight converted from volume,9100,,,,,,,,,,,,,,,,,9100,,,,,,,loes,,,,,,,,,,,,,,,,,,,,,I-35 auto salvage,Actual weight,9220,,,,,,,,,,,,,,,,,,,,,,,9220,,,,50.33,,,,Yes,,,,,,Partner with State Surplus for redistributing unneeded supplies 
"R6B: Dodge Center Truck Station - 201 Airport Road Dodge Center, MN 55927",March,03/01/2019,completed,,,,,,,,,,,No,,No,,,,,,Waste Management,,Weight converted from volume,9100,,,,,,,,,,,,,,,,,9100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Partner with State Surplus for redistributing unneeded supplies 
"R6B: Dodge Center Truck Station - 201 Airport Road Dodge Center, MN 55927",June,06/01/2019,completed,,,,,,,,,,,No,,No,,,,,,Waste Management,,Weight converted from volume,9100,,,,,,,,,,,,,,,,,9100,,,,,,,loes,Weight converted from volume,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330,,,,12.75,,,,Yes,,,,,,Partner with State Surplus for redistributing unneeded supplies 
"R6B: Faribault Truck Station - 555 NW 14th Street Faribault, MN 55021",March,03/01/2019,completed,,,,,,,,,,,No,,No,,,,,,Waste management,,Weight converted from volume,9100,,,,,,,,,,,,,,,,,9100,,,,,,,loes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Partner with State Surplus for redistributing unneeded supplies 
"R6B: Faribault Truck Station - 555 NW 14th Street Faribault, MN 55021",June,06/01/2019,completed,,,,,,,,,,,No,,No,,,,,,Waste management,,Weight converted from volume,9100,,,,,,,,,,,,,,,,,9100,,,,,,,loes,Weight converted from volume,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,,,,11.86,,,,Yes,,,,,,Partner with State Surplus for redistributing unneeded supplies 
"D6B: NORTHFIELD TRUCK STATION 510 WEST WOODLEY STREET, NORTHFIELD MN 55057",March,03/01/2019,completed,,,,,,,,,,,No,,No,,,,,,Waste Management,,Weight converted from volume,2016,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Partner with State Surplus for redistributing unneeded supplies 
"D6B: NORTHFIELD TRUCK STATION 510 WEST WOODLEY STREET, NORTHFIELD MN 55057",June,06/01/2019,completed,,,,,,,,,,,No,,No,,,,,,Waste Management,,Weight converted from volume,2016,,,,,,,,,,,,,,,,,2016,,,,,,,loes,Weight converted from volume,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,,34.25,,,,Yes,,,,,,Partner with State Surplus for redistributing unneeded supplies 
"R6B: Owatonna Headquarters - 1010 21st Avenue NW Owatonna, MN 55060",March,03/01/2019,completed,,,,,,,,,,,No,,Yes,,,,,,Waste Management,,Weight converted from volume,18200,Waste Management,,Weight converted from volume,3626.22,,,,,,,,,,,,,21826.22,I-35 auto salvage,,,,,,LOES,,,,,,,Weight converted from volume,399,,,,,,,,,,,,,I-35 AUTO SALVAGE,Actual weight,39660,,,,,,,,,,,Weight converted from volume,31.5,,,,first state tire recycling,,,,,,,40090.5,,3626.22,16.61,70.61,,,,Yes,,,,,,"Refillable water stations (plumbed in)
Partner with State Surplus for redistributing unneeded supplies "
"R6B: Owatonna Headquarters - 1010 21st Avenue NW Owatonna, MN 55060",June,06/01/2019,completed,,,,,,,,,,,No,,Yes,,,,,,Waste Management,,Weight converted from volume,18200,Waste Management,,,3626.22,,,,,,,,,,,,,21826.22,I-35 auto salvage,,,,,,LOES,Weight converted from volume,1855,,,,,Weight converted from volume,399,,,,,,,,,,,,,I-35 AUTO SALVAGE,Actual weight,48960,,,,,,,,,,,,,,Weight converted from volume,91,first state tire recycling,,,,,,,51305,,3626.22,16.61,75.11,,,,Yes,,,,,,"Refillable water stations (plumbed in)
Partner with State Surplus for redistributing unneeded supplies "
"R6B: Red Wing Truck Station - 3890 Pepin Avenue Red Wing, MN 55506",March,03/01/2019,completed,,,,,,,,,,,No,,No,,,,,,Waste management,,Weight converted from volume,27300,,,,,,,,,,,,,,,,,27300,,,,,,,loes,,,,,,,,,,,,,,,,,,,,,Timms auto salvage,Actual weight,14420,,,,,,,,,,,,,,,,,,,,,,,14420,,,,34.56,,,,Yes,,,,,,Partner with State Surplus for redistributing unneeded supplies 
"R6B: Red Wing Truck Station - 3890 Pepin Avenue Red Wing, MN 55506",June,06/01/2019,completed,,,,,,,,,,,No,,No,,,,,,Waste management,,Weight converted from volume,27300,,,,,,,,,,,,,,,,,27300,,,,,,,loes,,,,,,,,,,,,,,,,,,,,,Timms auto salvage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Partner with State Surplus for redistributing unneeded supplies 
"R6B: Zumbrota Truck Station - 940 W 8th Street Zumbrota, MN 55992",March,03/01/2019,completed,,,,,,,,,,,No,,No,,,,,,Waste Management,,Weight converted from volume,9100,,,,,,,,,,,,,,,,,9100,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timms auto salvage,Actual weight,6720,,,,,,,,,,,,,,,,,,,,,,,6720,,,,42.48,,,,Yes,,,,,,Partner with State Surplus for redistributing unneeded supplies 
"R6B: Zumbrota Truck Station - 940 W 8th Street Zumbrota, MN 55992",June,06/01/2019,completed,,,,,,,,,,,No,,No,,,,,,Waste Management,,Weight converted from volume,9100,,,,,,,,,,,,,,,,,9100,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timms auto salvage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Partner with State Surplus for redistributing unneeded supplies 
D7: Sleepy Eye Truck Station -,March,03/01/2019,completed,900 Cedar St NE,Sleepy Eye,56085,Brown,Department of Transportation,Sleepy Eye,3696,3696,Maint shop,5,No,,No,,Mark Larson,507-794-7189,,,Braun & Borth,,Weight converted from volume,3150,,,Weight converted from volume,,,,,,Braun & Borth,,Weight converted from volume,810,,,,,3960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,20.45,20.45,792,792,792,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
D7: Sleepy Eye Truck Station -,June,06/01/2019,completed,900 Cedar St NE,Sleepy Eye,56085,Brown,Department of Transportation,Sleepy Eye,3696,3696,Maint shop,5,No,,No,,Mark Larson,507-794-7189,,,RiverView,,Weight converted from volume,4200,,,Weight converted from volume,792,,,,,Braun & Borth,,,,,,,,4992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,15.87,15.87,998.4,998.4,998.4,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"D7: Wells Truck Station - 585 7TH AVE SE, WELLS, MN",March,03/01/2019,completed,585 7th Ave SE,Wells,56097,Faribault,Department of Transportation,Wells,9668,9668,Maint Shop,5,No,,No,,Bryan Lillie,507-553-3721,,,Waste Management,,Weight converted from volume,8400,,,,,,,,,Waste Management,,Weight converted from volume,3456,,,,,11856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3456,29.15,29.15,2371.2,2371.2,2371.2,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"D7: Wells Truck Station - 585 7TH AVE SE, WELLS, MN",June,06/01/2019,completed,585 7th Ave SE,Wells,56097,Faribault,Department of Transportation,Wells,9668,9668,Maint Shop,5,No,,No,,Bryan Lillie,507-553-3721,,,Waste Management,,Weight converted from volume,16800,Hometown,,Weight converted from volume,198,,,,,Waste Management,,,,,,,,16998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,1.16,1.16,3399.6,3399.6,3399.6,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: Blue Earth Truck Station - 38379 115th Street Blue Earth, MN 56013",March,03/01/2019,completed,39379 115th St,Blue Earth,56001,Faribault,Department of Transportation,Blue Earth,6983,6983,Maint Shop,4,No,,No,,Bryan Lillie,507-526-2502,,,Waste Management,,Weight converted from volume,8400,,,,,,,,,Waste Mangement,,Weight converted from volume,1143,,,,,9543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,11.98,11.98,2385.75,2385.75,2385.75,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: Blue Earth Truck Station - 38379 115th Street Blue Earth, MN 56013",June,06/01/2019,completed,39379 115th St,Blue Earth,56001,Faribault,Department of Transportation,Blue Earth,6983,6983,Maint Shop,4,No,,No,,Bryan Lillie,507-526-2502,,,Waste Management,,Weight converted from volume,8400,,,Weight converted from volume,792,,,,,Waste Mangement,,,,,,,,9192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,8.62,8.62,2298,2298,2298,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: Gaylord Truck Station - 330 Railroad Avenue Gaylord, MN 55334",March,03/01/2019,completed,330 Railroad Ave,Gaylord,55334,Sibley,Department of Transportation,Gaylord,8366,8366,Maint Shop,4,No,,No,,Cole Albrecht,507-237-4130,,,Gaylord Sanitation,,Weight converted from volume,2100,Gaylord Sanitation,,Weight converted from volume,789,,,,,,,,,,,,,2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789,27.31,27.31,722.25,722.25,722.25,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: Gaylord Truck Station - 330 Railroad Avenue Gaylord, MN 55334",June,06/01/2019,completed,330 Railroad Ave,Gaylord,55334,Sibley,Department of Transportation,Gaylord,8366,8366,Maint Shop,4,No,,No,,Cole Albrecht,507-237-4130,,,Waste Management,,Weight converted from volume,8400,Waste Management,,Weight converted from volume,792,,,,,,,,,,,,,9192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,8.62,8.62,2298,2298,2298,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: Le Sueur Truck Station - 201 Minnesota Avenue Le Sueur, MN 56058",March,03/01/2019,completed,201 Minnesota Ave,Le Sueur,56058,Le Sueur,Department of Transportation,Le Sueur,5856,5856,Maint Shop,5,No,,No,,Cole Albrecht,507-665-3782,,,LJP,,Weight converted from volume,8400,LJP,,Weight converted from volume,804,,,,,,,,,,,,,9204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,8.74,8.74,1840.8,1840.8,1840.8,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: Le Sueur Truck Station - 201 Minnesota Avenue Le Sueur, MN 56058",June,06/01/2019,completed,201 Minnesota Ave,Le Sueur,56058,Le Sueur,Department of Transportation,Le Sueur,5856,5856,Maint Shop,5,No,,No,,Cole Albrecht,507-665-3782,,,Waste Management,,Weight converted from volume,8400,Waste Management,,Weight converted from volume,792,,,,,,,,,,,,,9192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,8.62,8.62,1838.4,1838.4,1838.4,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: Mankato Headquarters - 2151 Bassett Drive Mankato, MN 56001",March,03/01/2019,completed,2151 Bassett Dr,Mankato,56001,Blue Earth,Department of Transportation,mankato,175163,175163,Office/Maintenance,200,No,,Yes,12600,Tony Desantiago,507-304-6100,,,Waste Management,,Weight converted from volume,33600,Waste Management,,Weight converted from volume,13344,,,,,,,,,,,,,46944,,,,,,,,,,,,,Napa,Weight converted from volume,53,,,,,,,,,,,,,Mankato Iron,Actual weight,8.44,Blue Earth Cty,,,Blue Earth Cty,,,Blue Earth Cty,,,,,,Innovative,,,First Tire,,,,,,,61.44,,13344,28.43,28.52,235.03,235.03,3.67,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: Mankato Headquarters - 2151 Bassett Drive Mankato, MN 56001",June,06/01/2019,completed,2151 Bassett Dr,Mankato,56001,Blue Earth,Department of Transportation,mankato,175163,175163,Office/Maintenance,200,No,,Yes,12600,Tony Desantiago,507-304-6100,,,Waste Management,,Weight converted from volume,33600,Waste Management,,Weight converted from volume,13344,,,,,,,,,,,,,46944,,Actual weight,2680,,,,,,,,,,Napa,Weight converted from volume,200,,,,,,,,,,,,,Mankato Iron,Weight converted from volume,35800,Blue Earth Cty,,,Blue Earth Cty,,,Blue Earth Cty,,,,,,Innovative,,,First Tire,,,,,,,38680,,13344,28.43,60.76,428.12,428.12,6.69,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: Mapleton Truck Station - 403 8th Avenue SE Mapleton, MN 56065",March,03/01/2019,completed,403 8th Ave SE,Mapleton,56065,Blue Earth,Department of Transportation,Mapleton,5717,5717,Maint Shop,4,No,,No,,Bryan Lillie,507-524-3132,,,Waste Management,,Weight converted from volume,8400,Waste Management,,Weight converted from volume,402,,,,,,,,,,,,,8802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,4.57,4.57,2200.5,2200.5,2200.5,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: Mapleton Truck Station - 403 8th Avenue SE Mapleton, MN 56065",June,06/01/2019,completed,403 8th Ave SE,Mapleton,56065,Blue Earth,Department of Transportation,Mapleton,5717,5717,Maint Shop,4,No,,No,,Bryan Lillie,507-524-3132,,,Waste Management,,Weight converted from volume,8400,Waste Management,,Weight converted from volume,396,,,,,,,,,,,,,8796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,4.5,4.5,2199,2199,2199,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: New Ulm Truck Station - 58418 County Rd 21 New Ulm, MN 56073",March,03/01/2019,completed,58417 County rd 27,New Ulm,56073,Brown,Department of Transportation,New Ulm,11700,11700,Maint Shop,4,,,No,,Tony Desantiago,507-354-1173,,,Riverview Sanitation,,Weight converted from volume,8400,Riverview Sanitation,,Weight converted from volume,804,,,,,,,,,,,,,9204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,8.74,8.74,2301,2301,2301,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: New Ulm Truck Station - 58418 County Rd 21 New Ulm, MN 56073",June,06/01/2019,completed,58417 County rd 27,New Ulm,56073,Brown,Department of Transportation,New Ulm,11700,11700,Maint Shop,4,,,No,,Tony Desantiago,507-354-1173,,,Waste Management,,Weight converted from volume,8400,Waste Management,,Weight converted from volume,792,,,,,,,,,,,,,9192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,8.62,8.62,2298,2298,2298,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: St. Peter Truck Station - 415 Ritt Street St. Peter, MN 56082",March,03/01/2019,completed,415 Ritt St,St Peter,56082,Nicollet,Department of Transportation,St Peter,5856,5856,Maint Shop,8,No,,No,,Cole Albrecht,507-931-5148,,,Waste Management,,Weight converted from volume,8400,Waste Management,,Weight converted from volume,402,,,,,,,,,,,,,8802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,4.57,4.57,1100.25,1100.25,1100.25,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: St. Peter Truck Station - 415 Ritt Street St. Peter, MN 56082",June,06/01/2019,completed,415 Ritt St,St Peter,56082,Nicollet,Department of Transportation,St Peter,5856,5856,Maint Shop,8,No,,No,,Cole Albrecht,507-931-5148,,,Waste Management,,Weight converted from volume,8400,Waste Management,,Weight converted from volume,396,,,,,,,,,,,,,8796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,4.5,4.5,1099.5,1099.5,1099.5,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: Waseca Truck Station - 1500 State Street South Waseca, MN 56093",March,03/01/2019,completed,1500 S State St,Waseca,56093,Waseca,Department of Transportation,Waseca,8845,8845,Maint Shop,4,No,,No,,Bryan Lillie,507-883-1143,,,Waste Management,,Weight converted from volume,4200,Waste Management,,Weight converted from volume,402,,,,,,,,,,,,,4602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,8.74,8.74,1150.5,1150.5,1150.5,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7E: Waseca Truck Station - 1500 State Street South Waseca, MN 56093",June,06/01/2019,completed,1500 S State St,Waseca,56093,Waseca,Department of Transportation,Waseca,8845,8845,Maint Shop,4,No,,No,,Bryan Lillie,507-883-1143,,,Waste Management,,Weight converted from volume,4200,Waste Management,,Weight converted from volume,834,,,,,,,,,,,,,5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,16.57,16.57,1258.5,1258.5,1258.5,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110",March,03/01/2019,completed,504 Co Rd 35 56110,Adrain,56110,Nobles,Department of Transportation,Adrian,5520,5520,Maint Shop,4,No,,No,,Randy Potts,507-483-2818,,,Schaap Sanitation,,Weight converted from volume,4200,Schaap Sanitation,,Weight converted from volume,804,,,,,,,,,,,,,5004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,16.07,16.07,1251,1251,1251,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110",June,06/01/2019,completed,504 Co Rd 35 56110,Adrain,56110,Nobles,Department of Transportation,Adrian,5520,5520,Maint Shop,4,No,,No,,Randy Potts,507-483-2818,,,Schaap Sanitation,,Weight converted from volume,8400,Schaap Sanitation,,Weight converted from volume,792,,,,,,,,,,,,,9192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,8.62,8.62,2298,2298,2298,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7W: Fairmont Truck Station - 1300 Marcus Street Fairmont, MN 56031",March,03/01/2019,completed,1300 Marcus St,Fairmont,56031,Martin,Department of Transportation,Fairmont,6384,6384,Maint Shop,5,No,,No,,Mark Larson,507-235-9277,,,Waste Management,,Weight converted from volume,6300,Waste Management,,Weight converted from volume,804,,,,,,,,,,,,,7104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,11.32,11.32,1420.8,1420.8,1420.8,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7W: Fairmont Truck Station - 1300 Marcus Street Fairmont, MN 56031",June,06/01/2019,completed,1300 Marcus St,Fairmont,56031,Martin,Department of Transportation,Fairmont,6384,6384,Maint Shop,5,No,,No,,Mark Larson,507-235-9277,,,Waste Management,,Weight converted from volume,8400,Waste Management,,Weight converted from volume,792,,,,,,,,,,,,,9192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,8.62,8.62,1838.4,1838.4,1838.4,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7W: Jackson Truck Station - 149 County Road 43 East Jackson, MN 56143",March,03/01/2019,completed,149 county Rd 43 east,Jackson,56143,Jackson,Department of Transportation,Jackson,8000,8000,Maint Shop,5,No,,No,,Andrew Bedbury,507-847-4325,,,Waste Management,,Weight converted from volume,8400,Waste Management,,Weight converted from volume,804,,,,,,,,,,,,,9204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,8.74,8.74,1840.8,1840.8,1840.8,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7W: Jackson Truck Station - 149 County Road 43 East Jackson, MN 56143",June,06/01/2019,completed,149 county Rd 43 east,Jackson,56143,Jackson,Department of Transportation,Jackson,8000,8000,Maint Shop,5,No,,No,,Andrew Bedbury,507-847-4325,,,Waste Management,,Weight converted from volume,8400,Waste Management,,Weight converted from volume,792,,,,,,,,,,,,,9192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,8.62,8.62,1838.4,1838.4,1838.4,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7W: Luverne Truck Station - 301 W Koehn Avenue Luverne, MN 56101",March,03/01/2019,completed,301 W Koehn Ave,Luverne,56101,Rock,Department of Transportation,Luverne,10563,10563,Maint Shop,7,No,,No,,Randy Potts,507-283-5086,,,Ketterling Services,,Weight converted from volume,4200,Ketterling Services,,Weight converted from volume,804,,,,,,,,,,,,,5004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,16.07,16.07,714.86,714.86,714.86,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
"R7W: Luverne Truck Station - 301 W Koehn Avenue Luverne, MN 56101",June,06/01/2019,completed,301 W Koehn Ave,Luverne,56101,Rock,Department of Transportation,Luverne,10563,10563,Maint Shop,7,No,,No,,Randy Potts,507-283-5086,,,Ketterling Services,,Weight converted from volume,8400,Ketterling Services,,Weight converted from volume,792,,,,,,,,,,,,,9192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,8.62,8.62,1313.14,1313.14,1313.14,Yes,,,No,,,"Office supply reuse center
 Default to double-sided (duplex) printing"
