"","Member","Cycle","Reporting Date/Period","Response Status","Street Address:","City:","Zip Code:","County:","Agency Name","Location Name:","Square footage of space occupied:","Total square footage of building (including other occupants, where applicable):","Primary use of space (i.e., office, storage, etc.):","Total Staff:","Does your agency have a resident population regularly onsite (e.g,. correctional facilities)?","Non-Staff Population","Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation?","Approximate number of visitors per year:","Contact name:","Phone:","Fax:","Email:","Trash Hauler","Trash Destination","Trash Actual vs Volume","Trash (lbs)","Recycling: Single Stream Hauler","Recycling: Single Stream Destination","Recycling: Single Stream Actual vs Volume","Recycling: Single Stream Actual Weight (in Pounds)","Recycling: Dual stream (Bottles, cans & containers) Hauler","Recycling: Dual stream (Bottles, cans & containers) Destination","Recycling: Dual stream (Bottles, cans & containers) Actual vs Volume","Recycling: Dual stream (Bottles, cans & containers) Actual Weight (in Pounds)","Recycling: Dual stream (Paper, including cardboard) Hauler","Recycling: Dual stream (Paper, including cardboard) Destination","Recycling: Dual stream (Paper, including cardboard) Actual vs Volume","Recycling: Dual stream (Paper, including cardboard) Actual Weight (in Pounds)","Organics Hauler","Organics Destination","Organics Actual vs Volume","Organics (lbs)","Total MSW","Aluminum (scrap other than cans) Hauler/Recycler","Aluminum (scrap other than cans) Actual vs Volume","Aluminum (scrap other than cans) Actual Weight (in Pounds)","Anti-freeze Hauler/Recycler","Anti-freeze Actual vs Volume","Anti-freeze Actual Weight (in Pounds)","Auto Oil Hauler/Recycler","Auto Oil Actual vs Volume","Auto Oil Actual Weight (in Pounds)","Batteries: appliance (rechargeable) Hauler/Recycler","Batteries: appliance (rechargeable) Actual vs Volume","Batteries: appliance (rechargeable) Actual Weight (in Pounds)","Batteries: vehicle Hauler/Recycler","Batteries: vehicle Actual vs Volume","Batteries: vehicle Actual Weight (in Pounds)","Construction Material Hauler/Recycler","Construction Material Actual vs Volume","Construction Material Actual Weight (in Pounds)","E-Waste (computers, laptops, printers, etc.) Hauler/Recycler","E-Waste (computers, laptops, printers, etc.) Actual vs Volume","E-Waste (computers, laptops, printers, etc.) Actual Weight (in Pounds)","Fluorescents Hauler/Recycler","Fluorescents Actual vs Volume","Fluorescents Actual Weight (in Pounds)","Grease, Bones, Tallow Hauler/Recycler","Grease, Bones, Tallow Actual vs Volume","Grease, Bones, Tallow Actual Weight (in Pounds)","Metal (scrap) Hauler/Recycler","Metal (scrap) Actual vs Volume","Metal (scrap) Actual Weight (in Pounds)","Paint Hauler/Recycler","Paint Actual vs Volume","Paint Actual Weight (in Pounds)","Parts Cleaner Hauler/Recycler","Parts Cleaner Actual vs Volume","Parts Cleaner Actual Weight (in Pounds)","Solvent Hauler/Recycler","Solvent Actual vs Volume","Solvent Actual Weight (in Pounds)","Textiles Hauler/Recycler","Textiles Actual vs Volume","Textiles Actual Weight (in Pounds)","Toner Cartridges Hauler/Recycler","Toner Cartridges Actual vs Volume","Toner Cartridges Actual Weight (in Pounds)","Tires Hauler/Recycler","Tires Actual vs Volume","Tires Actual Weight (in Pounds)","Wood Waste (mfg. waste, chips, or pallets) Hauler/Recycler","Wood Waste (mfg. waste, chips, or pallets) Actual vs Volume","Wood Waste (mfg. waste, chips, or pallets) Actual Weight (in Pounds)","All Other Actual Weight (in Pounds)","Specialty Waste (lbs)","Please specify materials included in ""All Other"" weight:","Recycling (lbs)","MSW Recycling Rate (%)","Total Recycling Rate (%)","Waste Per Capita (lbs per staff)","Waste Per Capita Including Non-Staff (lbs per staff)","Waste Per Capita (including staff, resident and visitor)","Is your agency location utilizing the state's recycling best practices?","Indicate your agency<U+0092>s timeline for implementing the new program:","Details:","Is your agency location following the Green Meeting Policy for internal and external meetings of all sizes?","Indicate your agency's timeline for implementing the Green Meeting Policy:","Details:_1","State agency locations often have the opportunity to reduce consumption of particular products or services. Does your agency location engage in any of the below efforts to reduce overall consumption (select all that apply):","Address","Site ID","From Date","To Date","Facility ID","Total Population","Office supply reuse center","Indicate your agency<U+0092>s timeline for implementing the new program:","Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation? ","Staff Population"
"409","R6A: Preston Truck Station - TH 52 and TH 16 South Preston, MN 55965","March","03/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Actual weight","2203","","","","","","","","","","","","","","","","","2203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11972","3/1/2019","3/31/2019","11972","","Is your agency location utilizing the state's recycling best practices?","","No",""
"410","R6A: Preston Truck Station - TH 52 and TH 16 South Preston, MN 55965","June","06/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Actual weight","2203","","","","","","","","","","","","","","","","","2203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11972","6/1/2019","6/30/2019","11972","","Is your agency location utilizing the state's recycling best practices?","","No",""
"411","R6A: Rochester District Headquarters - 2900 48th Street NW Rochester, MN 55903","March","03/01/2019","completed","","","","","DOT","D6A ROCHESTER HQS","","","","","No","","Yes","","JACKIE KLEIN","651-366-3637","","jacqueline.klein@state.mn.us","WASTE MGMT","","Actual weight","26499","WASTE MGMT","","Actual weight","11431","","","","","","","","","","","","","37930","","","","","","","loes","Weight converted from volume","1260","","","","scharf auto","Weight converted from volume","809","","","","","","","","","","","","","timms auto salvage","Actual weight","23441","","","","","","","","","","","","","","Weight converted from volume","136.5","first state tire recycling","Weight converted from volume","","","","","","25646.5","","11431","30.14","58.32","","","","Yes","","we are recycling as much as we can","Yes","","we are trying but need to review this policy","Office supply reuse center
Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies","na, na","11954","3/1/2019","3/31/2019","11954","","Is your agency location utilizing the state's recycling best practices?","","Yes",""
"412","R6A: Rochester District Headquarters - 2900 48th Street NW Rochester, MN 55903","June","06/01/2019","completed","","","","","DOT","D6A ROCHESTER HQS","","","","","No","","Yes","","JACKIE KLEIN","651-366-3637","","jacqueline.klein@state.mn.us","WASTE MGMT","","Actual weight","24500","WASTE MGMT","","Actual weight","11431","","","","","","","","","","","","","35931","","","","","","","loes","Weight converted from volume","2310","","","","scharf auto","Weight converted from volume","1593","","","","","","","","","","","","","timms auto salvage","Actual weight","35284","","","","","","","","","","","","","","Weight converted from volume","91","first state tire recycling","Weight converted from volume","33340","","","","","72618","","11431","31.81","77.43","","","","Yes","","we are recycling as much as we can","Yes","","we are trying but need to review this policy","Office supply reuse center
Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies","na, na","11954","6/1/2019","6/30/2019","11954","","Is your agency location utilizing the state's recycling best practices?","","Yes",""
"413","R6A: Rushford Truck Station - Rush Creek Business Park Rushford, MN 55971","March","03/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Actual weight","2208","","","","","","","","","","","","","","","","","2208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11973","3/1/2019","3/31/2019","11973","","Is your agency location utilizing the state's recycling best practices?","","No",""
"414","R6A: Rushford Truck Station - Rush Creek Business Park Rushford, MN 55971","June","06/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Actual weight","2209","","","","","","","","","","","","","","","","","2209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11973","6/1/2019","6/30/2019","11973","","Is your agency location utilizing the state's recycling best practices?","","No",""
"415","R6A: St. Charles Truck Station - I-90 and TH74 St. Charles, MN 55972","March","03/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Actual weight","6625","","","","","","","","","","","","","","","","","6625","","","","","","","loes","","","","","","","","","","","","","","","","","","","","","timms auto salvage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11974","3/1/2019","3/31/2019","11974","","Is your agency location utilizing the state's recycling best practices?","","No",""
"416","R6A: St. Charles Truck Station - I-90 and TH74 St. Charles, MN 55972","June","06/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Actual weight","6625","","","","","","","","","","","","","","","","","6625","","","","","","","loes","Weight converted from volume","840","","","","","","","","","","","","","","","","","","","timms auto salvage","","","","","","","","","","","","","","","","","","","","","","","","","840","","","","11.25","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11974","6/1/2019","6/30/2019","11974","","Is your agency location utilizing the state's recycling best practices?","","No",""
"417","R6A: Stewartville Truck Station - 401 10th St NW Stewartville, MN 55976","March","03/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Actual weight","4416","","","","","","","","","","","","","","","","","4416","","","","","","","loes","","","","","","","","","","","","","","","","","","","","","Timms auto salvage","Actual weight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11975","3/1/2019","3/31/2019","11975","","Is your agency location utilizing the state's recycling best practices?","","No",""
"418","R6A: Stewartville Truck Station - 401 10th St NW Stewartville, MN 55976","June","06/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Actual weight","4417","","","","","","","","","","","","","","","","","4417","","","","","","","loes","","","","","","","","","","","","","","","","","","","","","Timms auto salvage","Actual weight","16220","","","","","","","","","","","","","","","","","","","","","","","16220","","","","78.6","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11975","6/1/2019","6/30/2019","11975","","Is your agency location utilizing the state's recycling best practices?","","No",""
"419","R6A: Wabasha Truck Station - 423 Hiawatha Drive NW Wabasha, MN 55981","March","03/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste management","","Actual weight","2208","","","","","","","","","","","","","","","","","2208","","","","","","","loes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11976","3/1/2019","3/31/2019","11976","","Is your agency location utilizing the state's recycling best practices?","","No",""
"420","R6A: Wabasha Truck Station - 423 Hiawatha Drive NW Wabasha, MN 55981","June","06/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste management","","Actual weight","2209","","","","","","","","","","","","","","","","","2209","","","","","","","loes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11976","6/1/2019","6/30/2019","11976","","Is your agency location utilizing the state's recycling best practices?","","No",""
"421","R6A: Winona Truck Station - 5420 Hwy 61 W Goodview, MN 55987","March","03/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","","6625","","","","","","","","","","","","","","","","","6625","","","","","","","loes","","","","","","","","","","","","","","","","","","","","","Timms auto salvage","Actual weight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11978","3/1/2019","3/31/2019","11978","","Is your agency location utilizing the state's recycling best practices?","","No",""
"422","R6A: Winona Truck Station - 5420 Hwy 61 W Goodview, MN 55987","June","06/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Actual weight","6625","","","","","","","","","","","","","","","","","6625","","","","","","","loes","Weight converted from volume","945","","","","","","","","","","","","","","","","","","","Timms auto salvage","Actual weight","11920","","","","","","","","","","","","","","Weight converted from volume","70","","","","","","","","12935","","","","66.13","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11978","6/1/2019","6/30/2019","11978","","Is your agency location utilizing the state's recycling best practices?","","No",""
"423","R6B: Albert Lea Truck Station - 22231 770th Avenue Albert Lea, MN 56007","March","03/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","","4550","","","","","","","","","","","","","","","","","4550","","","","","","","loes","","","","","","","","","","","","","","","","","","","","","I-35 auto salvage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11998","3/1/2019","3/31/2019","11998","","Is your agency location utilizing the state's recycling best practices?","","No",""
"424","R6B: Albert Lea Truck Station - 22231 770th Avenue Albert Lea, MN 56007","June","06/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Weight converted from volume","4550","","","","","","","","","","","","","","","","","4550","","","","","","","loes","","","","","","","","","","","","","","","","","","","","","I-35 auto salvage","Actual weight","11140","","","","","","","","","","","","","","","","","","","","","","","11140","","","","71","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11998","6/1/2019","6/30/2019","11998","","Is your agency location utilizing the state's recycling best practices?","","No",""
"425","R6B: Austin Truck Station - 1500 11th Drive NE Austin, MN 55912","March","03/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Weight converted from volume","9100","","","","","","","","","","","","","","","","","9100","","","","","","","loes","","","","","","","","","","","","","","","","","","","","","I-35 auto salvage","","","","","","","","","","","","","","","","Weight converted from volume","3.5","","","","","","","","3.5","","","","0.04","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11999","3/1/2019","3/31/2019","11999","","Is your agency location utilizing the state's recycling best practices?","","No",""
"426","R6B: Austin Truck Station - 1500 11th Drive NE Austin, MN 55912","June","06/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Weight converted from volume","9100","","","","","","","","","","","","","","","","","9100","","","","","","","loes","","","","","","","","","","","","","","","","","","","","","I-35 auto salvage","Actual weight","9220","","","","","","","","","","","","","","","","","","","","","","","9220","","","","50.33","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","11999","6/1/2019","6/30/2019","11999","","Is your agency location utilizing the state's recycling best practices?","","No",""
"427","R6B: Dodge Center Truck Station - 201 Airport Road Dodge Center, MN 55927","March","03/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Weight converted from volume","9100","","","","","","","","","","","","","","","","","9100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","12001","3/1/2019","3/31/2019","12001","","Is your agency location utilizing the state's recycling best practices?","","No",""
"428","R6B: Dodge Center Truck Station - 201 Airport Road Dodge Center, MN 55927","June","06/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Weight converted from volume","9100","","","","","","","","","","","","","","","","","9100","","","","","","","loes","Weight converted from volume","1330","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1330","","","","12.75","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","12001","6/1/2019","6/30/2019","12001","","Is your agency location utilizing the state's recycling best practices?","","No",""
"429","R6B: Faribault Truck Station - 555 NW 14th Street Faribault, MN 55021","March","03/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste management","","Weight converted from volume","9100","","","","","","","","","","","","","","","","","9100","","","","","","","loes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","12002","3/1/2019","3/31/2019","12002","","Is your agency location utilizing the state's recycling best practices?","","No",""
"430","R6B: Faribault Truck Station - 555 NW 14th Street Faribault, MN 55021","June","06/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste management","","Weight converted from volume","9100","","","","","","","","","","","","","","","","","9100","","","","","","","loes","Weight converted from volume","1225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1225","","","","11.86","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","12002","6/1/2019","6/30/2019","12002","","Is your agency location utilizing the state's recycling best practices?","","No",""
"431","D6B: NORTHFIELD TRUCK STATION 510 WEST WOODLEY STREET, NORTHFIELD MN 55057","March","03/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Weight converted from volume","2016","","","","","","","","","","","","","","","","","2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","12003","3/1/2019","3/31/2019","12003","","Is your agency location utilizing the state's recycling best practices?","","No",""
"432","D6B: NORTHFIELD TRUCK STATION 510 WEST WOODLEY STREET, NORTHFIELD MN 55057","June","06/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Weight converted from volume","2016","","","","","","","","","","","","","","","","","2016","","","","","","","loes","Weight converted from volume","1050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1050","","","","34.25","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","12003","6/1/2019","6/30/2019","12003","","Is your agency location utilizing the state's recycling best practices?","","No",""
"433","R6B: Owatonna Headquarters - 1010 21st Avenue NW Owatonna, MN 55060","March","03/01/2019","completed","","","","","DOT","","","","","","No","","Yes","","","","","","Waste Management","","Weight converted from volume","18200","Waste Management","","Weight converted from volume","3626.22","","","","","","","","","","","","","21826.22","I-35 auto salvage","","","","","","LOES","","","","","","","Weight converted from volume","399","","","","","","","","","","","","","I-35 AUTO SALVAGE","Actual weight","39660","","","","","","","","","","","Weight converted from volume","31.5","","","","first state tire recycling","","","","","","","40090.5","","3626.22","16.61","70.61","","","","Yes","","","","","","Refillable water stations (plumbed in)
Partner with State Surplus for redistributing unneeded supplies","na, na","11980","3/1/2019","3/31/2019","11980","","Is your agency location utilizing the state's recycling best practices?","","Yes",""
"434","R6B: Owatonna Headquarters - 1010 21st Avenue NW Owatonna, MN 55060","June","06/01/2019","completed","","","","","DOT","","","","","","No","","Yes","","","","","","Waste Management","","Weight converted from volume","18200","Waste Management","","","3626.22","","","","","","","","","","","","","21826.22","I-35 auto salvage","","","","","","LOES","Weight converted from volume","1855","","","","","Weight converted from volume","399","","","","","","","","","","","","","I-35 AUTO SALVAGE","Actual weight","48960","","","","","","","","","","","","","","Weight converted from volume","91","first state tire recycling","","","","","","","51305","","3626.22","16.61","75.11","","","","Yes","","","","","","Refillable water stations (plumbed in)
Partner with State Surplus for redistributing unneeded supplies","na, na","11980","6/1/2019","6/30/2019","11980","","Is your agency location utilizing the state's recycling best practices?","","Yes",""
"435","R6B: Red Wing Truck Station - 3890 Pepin Avenue Red Wing, MN 55506","March","03/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste management","","Weight converted from volume","27300","","","","","","","","","","","","","","","","","27300","","","","","","","loes","","","","","","","","","","","","","","","","","","","","","Timms auto salvage","Actual weight","14420","","","","","","","","","","","","","","","","","","","","","","","14420","","","","34.56","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","12004","3/1/2019","3/31/2019","12004","","Is your agency location utilizing the state's recycling best practices?","","No",""
"436","R6B: Red Wing Truck Station - 3890 Pepin Avenue Red Wing, MN 55506","June","06/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste management","","Weight converted from volume","27300","","","","","","","","","","","","","","","","","27300","","","","","","","loes","","","","","","","","","","","","","","","","","","","","","Timms auto salvage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","12004","6/1/2019","6/30/2019","12004","","Is your agency location utilizing the state's recycling best practices?","","No",""
"437","R6B: Zumbrota Truck Station - 940 W 8th Street Zumbrota, MN 55992","March","03/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Weight converted from volume","9100","","","","","","","","","","","","","","","","","9100","","","","","","","","","","","","","","","","","","","","","","","","","","","","Timms auto salvage","Actual weight","6720","","","","","","","","","","","","","","","","","","","","","","","6720","","","","42.48","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","12005","3/1/2019","3/31/2019","12005","","Is your agency location utilizing the state's recycling best practices?","","No",""
"438","R6B: Zumbrota Truck Station - 940 W 8th Street Zumbrota, MN 55992","June","06/01/2019","completed","","","","","DOT","","","","","","No","","No","","","","","","Waste Management","","Weight converted from volume","9100","","","","","","","","","","","","","","","","","9100","","","","","","","","","","","","","","","","","","","","","","","","","","","","Timms auto salvage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","Partner with State Surplus for redistributing unneeded supplies","na, na","12005","6/1/2019","6/30/2019","12005","","Is your agency location utilizing the state's recycling best practices?","","No",""
"439","D7: Sleepy Eye Truck Station -","March","03/01/2019","completed","900 Cedar St NE","Sleepy Eye","56085","Brown","DOT","Sleepy Eye","3696","3696","Maint shop","5","No","","No","","Mark Larson","507-794-7189","","","Braun & Borth","","Weight converted from volume","3150","","","Weight converted from volume","","","","","","Braun & Borth","","Weight converted from volume","810","","","","","3960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810","20.45","20.45","792","792","792","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","900 cedar st ne, sleepy eye","12043","3/1/2019","3/31/2019","12043","","Is your agency location utilizing the state's recycling best practices?","","No","5"
"440","D7: Sleepy Eye Truck Station -","June","06/01/2019","completed","900 Cedar St NE","Sleepy Eye","56085","Brown","DOT","Sleepy Eye","3696","3696","Maint shop","5","No","","No","","Mark Larson","507-794-7189","","","RiverView","","Weight converted from volume","4200","","","Weight converted from volume","792","","","","","Braun & Borth","","","","","","","","4992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","792","15.87","15.87","998.4","998.4","998.4","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","900 cedar st ne, sleepy eye","12043","6/1/2019","6/30/2019","12043","","Is your agency location utilizing the state's recycling best practices?","","No","5"
"441","D7: Wells Truck Station - 585 7TH AVE SE, WELLS, MN","March","03/01/2019","completed","585 7th Ave SE","Wells","56097","Faribault","DOT","Wells","9668","9668","Maint Shop","5","No","","No","","Bryan Lillie","507-553-3721","","","Waste Management","","Weight converted from volume","8400","","","","","","","","","Waste Management","","Weight converted from volume","3456","","","","","11856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3456","29.15","29.15","2371.2","2371.2","2371.2","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","585 7th ave se, wells","12025","3/1/2019","3/31/2019","12025","","Is your agency location utilizing the state's recycling best practices?","","No","5"
"442","D7: Wells Truck Station - 585 7TH AVE SE, WELLS, MN","June","06/01/2019","completed","585 7th Ave SE","Wells","56097","Faribault","DOT","Wells","9668","9668","Maint Shop","5","No","","No","","Bryan Lillie","507-553-3721","","","Waste Management","","Weight converted from volume","16800","Hometown","","Weight converted from volume","198","","","","","Waste Management","","","","","","","","16998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198","1.16","1.16","3399.6","3399.6","3399.6","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","585 7th ave se, wells","12025","6/1/2019","6/30/2019","12025","","Is your agency location utilizing the state's recycling best practices?","","No","5"
"443","R7E: Blue Earth Truck Station - 38379 115th Street Blue Earth, MN 56013","March","03/01/2019","completed","39379 115th St","Blue Earth","56001","Faribault","DOT","Blue Earth","6983","6983","Maint Shop","4","No","","No","","Bryan Lillie","507-526-2502","","","Waste Management","","Weight converted from volume","8400","","","","","","","","","Waste Mangement","","Weight converted from volume","1143","","","","","9543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1143","11.98","11.98","2385.75","2385.75","2385.75","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","39379 115th st, blue earth","12016","3/1/2019","3/31/2019","12016","","Is your agency location utilizing the state's recycling best practices?","","No","4"
"444","R7E: Blue Earth Truck Station - 38379 115th Street Blue Earth, MN 56013","June","06/01/2019","completed","39379 115th St","Blue Earth","56001","Faribault","DOT","Blue Earth","6983","6983","Maint Shop","4","No","","No","","Bryan Lillie","507-526-2502","","","Waste Management","","Weight converted from volume","8400","","","Weight converted from volume","792","","","","","Waste Mangement","","","","","","","","9192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","792","8.62","8.62","2298","2298","2298","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","39379 115th st, blue earth","12016","6/1/2019","6/30/2019","12016","","Is your agency location utilizing the state's recycling best practices?","","No","4"
"445","R7E: Gaylord Truck Station - 330 Railroad Avenue Gaylord, MN 55334","March","03/01/2019","completed","330 Railroad Ave","Gaylord","55334","Sibley","DOT","Gaylord","8366","8366","Maint Shop","4","No","","No","","Cole Albrecht","507-237-4130","","","Gaylord Sanitation","","Weight converted from volume","2100","Gaylord Sanitation","","Weight converted from volume","789","","","","","","","","","","","","","2889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","789","27.31","27.31","722.25","722.25","722.25","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","330 railrd ave, gaylord","12017","3/1/2019","3/31/2019","12017","","Is your agency location utilizing the state's recycling best practices?","","No","4"
"446","R7E: Gaylord Truck Station - 330 Railroad Avenue Gaylord, MN 55334","June","06/01/2019","completed","330 Railroad Ave","Gaylord","55334","Sibley","DOT","Gaylord","8366","8366","Maint Shop","4","No","","No","","Cole Albrecht","507-237-4130","","","Waste Management","","Weight converted from volume","8400","Waste Management","","Weight converted from volume","792","","","","","","","","","","","","","9192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","792","8.62","8.62","2298","2298","2298","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","330 railrd ave, gaylord","12017","6/1/2019","6/30/2019","12017","","Is your agency location utilizing the state's recycling best practices?","","No","4"
"447","R7E: Le Sueur Truck Station - 201 Minnesota Avenue Le Sueur, MN 56058","March","03/01/2019","completed","201 Minnesota Ave","Le Sueur","56058","Le Sueur","DOT","Le Sueur","5856","5856","Maint Shop","5","No","","No","","Cole Albrecht","507-665-3782","","","LJP","","Weight converted from volume","8400","LJP","","Weight converted from volume","804","","","","","","","","","","","","","9204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","804","8.74","8.74","1840.8","1840.8","1840.8","Yes","","","No","","","Office supply reuse center
 Default to double-sided (duplex) printing","201 minnesota ave, le sueur","12018","3/1/2019","3/31/2019","12018","","Is your agency location utilizing the state's recycling best practices?","","No","5"
